"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_rateps","attack"
"Tcp","4","75896","66","80","-1","16","3985000","4","932","233.0","0.4","true"
"Http","4","75896","726","80","-1","24","2075000","3","866","288.0","0.3","true"
"Tcp","4","75896","66","80","-1","16","3999000","4","932","233.0","0.4","true"
"Http","4","75897","726","80","-1","24","2020000","3","866","288.0","0.3","true"
"Tcp","4","75897","66","80","-1","16","4036000","4","932","233.0","0.4","true"
"Tcp","4","75897","726","80","-1","24","2115000","3","866","288.0","0.3","true"
"Tcp","4","75897","66","80","-1","16","3966000","4","932","233.0","0.4","true"
"Http","4","75897","726","80","-1","24","2034000","3","866","288.0","0.3","true"
"Tcp","4","75897","66","80","-1","16","4015000","4","932","233.0","0.36363636363636365","true"
"Http","4","75897","726","80","-1","24","1923000","3","866","288.0","0.2727272727272727","true"
"Tcp","4","75897","66","80","-1","16","4143000","4","932","233.0","0.36363636363636365","true"
"Http","4","75897","726","80","-1","24","1654000","3","866","288.0","0.2727272727272727","true"
"Tcp","4","75897","66","80","-1","16","5335000","4","932","233.0","0.36363636363636365","true"
"Http","4","75897","726","80","-1","24","2069000","3","866","288.0","0.2727272727272727","true"
"Tcp","4","75898","66","80","-1","16","3553000","4","932","233.0","0.36363636363636365","true"
"Http","4","75898","726","80","-1","24","2606000","3","866","288.0","0.2727272727272727","true"
"Tcp","4","75898","66","80","-1","16","3943000","4","932","233.0","0.36363636363636365","true"
"Http","4","75898","726","80","-1","24","2018000","3","866","288.0","0.2727272727272727","true"
"Tcp","4","75898","66","80","-1","16","4000000","4","932","233.0","0.36363636363636365","true"
"Http","4","75898","726","80","-1","24","2054000","3","866","288.0","0.25","true"
"Tcp","4","75898","66","80","-1","16","4047000","4","932","233.0","0.3333333333333333","true"
"Http","4","75898","726","80","-1","24","3092000","3","866","288.0","0.25","true"
"Tcp","4","75898","66","80","-1","16","3973000","4","932","233.0","0.3333333333333333","true"
"Http","4","75898","726","80","-1","24","2037000","3","866","288.0","0.25","true"
"Tcp","4","75899","66","80","-1","16","4053000","4","932","233.0","0.3333333333333333","true"
"Http","4","75899","726","80","-1","24","2028000","3","866","288.0","0.25","true"
"Tcp","4","75899","66","80","-1","16","4064000","4","932","233.0","0.3333333333333333","true"
"Http","4","75899","726","80","-1","24","2057000","3","866","288.0","0.25","true"
"Tcp","4","75899","66","80","-1","16","3986000","4","932","233.0","0.3333333333333333","true"
"Http","4","75899","726","80","-1","24","2104000","3","866","288.0","0.23076923076923078","true"
"Tcp","4","75899","74","80","-1","2","0","1","74","74.0","0.07692307692307693","true"
"Http","4","75899","726","80","-1","24","1989000","3","866","288.0","0.23076923076923078","true"
"Tcp","4","75899","66","80","-1","16","5027000","4","932","233.0","0.3076923076923077","true"
"Http","4","75899","726","80","-1","24","5094000","3","866","288.0","0.23076923076923078","true"
"Tcp","4","75900","66","80","-1","16","3927000","4","932","233.0","0.3076923076923077","true"
"Http","4","75900","726","80","-1","24","3094000","3","866","288.0","0.23076923076923078","true"
"Tcp","4","75900","74","80","-1","2","0","1","74","74.0","0.07692307692307693","true"
"Http","4","75900","726","80","-1","24","2013000","3","866","288.0","0.23076923076923078","true"
"Tcp","4","75900","66","80","-1","16","5027000","4","932","233.0","0.3076923076923077","true"
"Http","4","75900","726","80","-1","24","5095000","3","866","288.0","0.21428571428571427","true"
"Tcp","4","75900","66","80","-1","16","3915000","4","932","233.0","0.2857142857142857","true"
"Http","4","75900","726","80","-1","24","2068000","3","866","288.0","0.21428571428571427","true"
"Tcp","4","75900","66","80","-1","16","5955000","4","932","233.0","0.2857142857142857","true"
"Http","4","75900","726","80","-1","24","2099000","3","866","288.0","0.21428571428571427","true"
"Tcp","4","75901","66","80","-1","16","5894000","4","932","233.0","0.2857142857142857","true"
"Tcp","4","75901","726","80","-1","24","2591000","3","866","288.0","0.21428571428571427","true"
"Tcp","4","75901","66","80","-1","16","3959000","4","932","233.0","0.2857142857142857","true"
"Http","4","75901","726","80","-1","24","2057000","3","866","288.0","0.21428571428571427","true"
"Tcp","4","75901","66","80","-1","16","5976000","4","932","233.0","0.2857142857142857","true"
"Http","4","75901","726","80","-1","24","2133000","3","866","288.0","0.2","true"
"Tcp","4","75901","66","80","-1","16","2901000","4","932","233.0","0.26666666666666666","true"
"Http","4","75901","726","80","-1","24","6002000","3","866","288.0","0.2","true"
"Tcp","4","75901","66","80","-1","16","5037000","4","932","233.0","0.26666666666666666","true"
"Http","4","75901","726","80","-1","24","5112000","3","866","288.0","0.2","true"
"Tcp","4","75902","66","80","-1","16","3384000","4","932","233.0","0.26666666666666666","true"
"Http","4","75902","726","80","-1","24","3618000","3","866","288.0","0.2","true"
"Tcp","4","75902","66","80","-1","16","3990000","4","932","233.0","0.26666666666666666","true"
"Http","4","75902","726","80","-1","24","2068000","3","866","288.0","0.2","true"
"Tcp","4","75902","66","80","-1","16","5931000","4","932","233.0","0.26666666666666666","true"
"Http","4","75902","726","80","-1","24","2114000","3","866","288.0","0.2","true"
"Tcp","4","75902","66","80","-1","16","3999000","4","932","233.0","0.25","true"
"Http","4","75902","726","80","-1","24","2063000","3","866","288.0","0.1875","true"
"Tcp","4","75902","66","80","-1","16","3975000","4","932","233.0","0.25","true"
"Http","4","75902","726","80","-1","24","3098000","3","866","288.0","0.1875","true"
"Tcp","4","75902","66","80","-1","16","3940000","4","932","233.0","0.25","true"
"Http","4","75903","726","80","-1","24","2116000","3","866","288.0","0.1875","true"
"Tcp","4","75903","66","80","-1","16","3960000","4","932","233.0","0.25","true"
"Http","4","75903","726","80","-1","24","2059000","3","866","288.0","0.1875","true"
"Tcp","4","75903","66","80","-1","16","4036000","4","932","233.0","0.25","true"
"Http","4","75903","726","80","-1","24","2038000","3","866","288.0","0.1875","true"
"Tcp","4","75903","66","80","-1","16","3995000","4","932","233.0","0.25","true"
"Http","4","75903","726","80","-1","24","2081000","3","866","288.0","0.17647058823529413","true"
"Tcp","4","75903","66","80","-1","16","3991000","4","932","233.0","0.23529411764705882","true"
"Http","4","75903","726","80","-1","24","2056000","3","866","288.0","0.17647058823529413","true"
"Tcp","4","75903","66","80","-1","16","4108000","4","932","233.0","0.23529411764705882","true"
"Http","4","75904","726","80","-1","24","1972000","3","866","288.0","0.17647058823529413","true"
"Tcp","4","75904","66","80","-1","16","5940000","4","932","233.0","0.23529411764705882","true"
"Http","4","75904","726","80","-1","24","2093000","3","866","288.0","0.17647058823529413","true"
"Tcp","4","75904","66","80","-1","16","3972000","4","932","233.0","0.23529411764705882","true"
"Http","4","75904","726","80","-1","24","2063000","3","866","288.0","0.17647058823529413","true"
"Tcp","4","75904","66","80","-1","16","3567000","4","932","233.0","0.23529411764705882","true"
"Http","4","75904","726","80","-1","24","2531000","3","866","288.0","0.17647058823529413","true"
"Tcp","4","75904","66","80","-1","16","3988000","4","932","233.0","0.2222222222222222","true"
"Http","4","75904","726","80","-1","24","2038000","3","866","288.0","0.16666666666666666","true"
"Tcp","4","75904","66","80","-1","16","4009000","2","140","70.0","0.1111111111111111","true"
"Tcp","4","75904","74","80","-1","2","0","1","74","74.0","0.05555555555555555","true"
"Tcp","4","75905","66","80","-1","16","4006000","2","140","70.0","0.1111111111111111","true"
"Tcp","4","75905","74","80","-1","2","0","1","74","74.0","0.05555555555555555","true"
"Tcp","4","75905","66","80","-1","16","3991000","2","140","70.0","0.1111111111111111","true"
"Tcp","4","75905","74","80","-1","2","0","1","74","74.0","0.05555555555555555","true"
"Tcp","4","75905","66","80","-1","16","4015000","2","140","70.0","0.1111111111111111","true"
"Tcp","4","75905","66","80","-1","16","4068000","4","932","233.0","0.2222222222222222","true"
"Tcp","4","75905","66","80","-1","16","1947000","2","140","70.0","0.1111111111111111","true"
"Tcp","4","75905","74","80","-1","2","0","1","74","74.0","0.05263157894736842","true"
"Tcp","4","75905","66","80","-1","16","3980000","2","140","70.0","0.10526315789473684","true"
"Tcp","4","75905","74","80","-1","2","0","1","74","74.0","0.05263157894736842","true"
"Tcp","4","75906","66","80","-1","16","4042000","2","140","70.0","0.10526315789473684","true"
"Tcp","4","75906","74","80","-1","2","0","1","74","74.0","0.05263157894736842","true"
"Tcp","4","75906","66","80","-1","16","3996000","2","140","70.0","0.10526315789473684","true"
"Tcp","4","75906","74","80","-1","2","0","1","74","74.0","0.05263157894736842","true"
"Tcp","4","75906","66","80","-1","16","4000000","2","140","70.0","0.10526315789473684","true"
"Tcp","4","75906","74","80","-1","2","0","1","74","74.0","0.05263157894736842","true"
"Tcp","4","75906","66","80","-1","16","3975000","2","140","70.0","0.10526315789473684","true"
"Tcp","4","75906","74","80","-1","2","0","1","74","74.0","0.05","true"
"Tcp","4","75906","66","80","-1","16","4007000","2","140","70.0","0.1","true"
"Tcp","4","75907","74","80","-1","2","0","1","74","74.0","0.05","true"
"Tcp","4","75907","66","80","-1","16","3928000","2","140","70.0","0.1","true"
"Tcp","4","75907","74","80","-1","2","0","1","74","74.0","0.05","true"
"Tcp","4","75907","66","80","-1","16","3984000","2","140","70.0","0.1","true"
"Tcp","4","75907","74","80","-1","2","0","1","74","74.0","0.05","true"
"Tcp","4","75907","66","80","-1","16","4001000","2","140","70.0","0.1","true"
"Tcp","4","75907","74","80","-1","2","0","1","74","74.0","0.05","true"
"Tcp","4","75907","66","80","-1","16","3967000","2","140","70.0","0.1","true"
"Tcp","4","75907","74","80","-1","2","0","1","74","74.0","0.047619047619047616","true"
"Tcp","4","75907","66","80","-1","16","3511000","2","140","70.0","0.09523809523809523","true"
"Tcp","4","75907","74","80","-1","2","0","1","74","74.0","0.047619047619047616","true"
"Tcp","4","75908","66","80","-1","16","3992000","2","140","70.0","0.09523809523809523","true"
"Tcp","4","75908","74","80","-1","2","0","1","74","74.0","0.047619047619047616","true"
"Tcp","4","75908","66","80","-1","16","4020000","2","140","70.0","0.09523809523809523","true"
"Tcp","4","75908","74","80","-1","2","0","1","74","74.0","0.047619047619047616","true"
"Tcp","4","75908","66","80","-1","16","3967000","2","140","70.0","0.09523809523809523","true"
"Tcp","4","75908","74","80","-1","2","0","1","74","74.0","0.047619047619047616","true"
"Tcp","4","75908","66","80","-1","16","4014000","2","140","70.0","0.09523809523809523","true"
"Tcp","4","75908","74","80","-1","2","0","1","74","74.0","0.047619047619047616","true"
"Tcp","4","75908","66","80","-1","16","3978000","2","140","70.0","0.09090909090909091","true"
"Tcp","4","75908","74","80","-1","2","0","1","74","74.0","0.045454545454545456","true"
"Tcp","4","75909","66","80","-1","16","3998000","2","140","70.0","0.09090909090909091","true"
"Tcp","4","75909","74","80","-1","2","0","1","74","74.0","0.045454545454545456","true"
"Tcp","4","75909","66","80","-1","16","3952000","2","140","70.0","0.09090909090909091","true"
"Tcp","4","75909","74","80","-1","2","0","1","74","74.0","0.045454545454545456","true"
"Tcp","4","75909","66","80","-1","16","4014000","2","140","70.0","0.09090909090909091","true"
"Tcp","4","75909","74","80","-1","2","0","1","74","74.0","0.045454545454545456","true"
"Tcp","4","75909","66","80","-1","16","4016000","2","140","70.0","0.09090909090909091","true"
"Tcp","4","75909","74","80","-1","2","0","1","74","74.0","0.045454545454545456","true"
"Tcp","4","75909","66","80","-1","16","4022000","2","140","70.0","0.09090909090909091","true"
"Tcp","4","75909","74","80","-1","2","0","1","74","74.0","0.043478260869565216","true"
"Tcp","4","75909","66","80","-1","16","3954000","2","140","70.0","0.08695652173913043","true"
"Tcp","4","75910","74","80","-1","2","0","1","74","74.0","0.043478260869565216","true"
"Tcp","4","75910","66","80","-1","16","3996000","2","140","70.0","0.08695652173913043","true"
"Tcp","4","75910","74","80","-1","2","0","1","74","74.0","0.043478260869565216","true"
"Tcp","4","75910","66","80","-1","16","4076000","2","140","70.0","0.08695652173913043","true"
"Tcp","4","75910","74","80","-1","2","0","1","74","74.0","0.043478260869565216","true"
"Tcp","4","75910","66","80","-1","16","4008000","2","140","70.0","0.08695652173913043","true"
"Tcp","4","75910","74","80","-1","2","0","1","74","74.0","0.043478260869565216","true"
"Tcp","4","75910","66","80","-1","16","3991000","2","140","70.0","0.08695652173913043","true"
"Tcp","4","75910","74","80","-1","2","0","1","74","74.0","0.043478260869565216","true"
"Tcp","4","75910","66","80","-1","16","4013000","2","140","70.0","0.08333333333333333","true"
"Tcp","4","75911","74","80","-1","2","0","1","74","74.0","0.041666666666666664","true"
"Tcp","4","75911","66","80","-1","16","3912000","2","140","70.0","0.08333333333333333","true"
"Tcp","4","75911","74","80","-1","2","0","1","74","74.0","0.041666666666666664","true"
"Tcp","4","75911","66","80","-1","16","3401000","2","140","70.0","0.08333333333333333","true"
"Tcp","4","75911","74","80","-1","2","0","1","74","74.0","0.041666666666666664","true"
"Tcp","4","75911","66","80","-1","16","3905000","2","140","70.0","0.08333333333333333","true"
"Tcp","4","75911","74","80","-1","2","0","1","74","74.0","0.041666666666666664","true"
"Tcp","4","75911","66","80","-1","16","4004000","2","140","70.0","0.08333333333333333","true"
"Tcp","4","75911","74","80","-1","2","0","1","74","74.0","0.041666666666666664","true"
"Tcp","4","75911","66","80","-1","16","4005000","2","140","70.0","0.08333333333333333","true"
"Tcp","4","75911","74","80","-1","2","0","1","74","74.0","0.04","true"
"Tcp","4","75912","66","80","-1","16","3952000","2","140","70.0","0.08","true"
"Tcp","4","75912","74","80","-1","2","0","1","74","74.0","0.04","true"
"Tcp","4","75912","66","80","-1","16","4001000","2","140","70.0","0.08","true"
"Tcp","4","75912","74","80","-1","2","0","1","74","74.0","0.04","true"
"Tcp","4","75912","66","80","-1","16","4006000","2","140","70.0","0.08","true"
"Tcp","4","75912","74","80","-1","2","0","1","74","74.0","0.04","true"
"Tcp","4","75912","66","80","-1","16","4001000","2","140","70.0","0.08","true"
"Tcp","4","75912","74","80","-1","2","0","1","74","74.0","0.04","true"
"Tcp","4","75912","66","80","-1","16","3897000","2","140","70.0","0.08","true"
"Tcp","4","75912","74","80","-1","2","0","1","74","74.0","0.04","true"
"Tcp","4","75912","66","80","-1","16","3989000","2","140","70.0","0.07692307692307693","true"
"Tcp","4","75913","74","80","-1","2","0","1","74","74.0","0.038461538461538464","true"
"Tcp","4","75913","66","80","-1","16","3992000","2","140","70.0","0.07692307692307693","true"
"Tcp","4","75913","74","80","-1","2","0","1","74","74.0","0.038461538461538464","true"
"Tcp","4","75913","66","80","-1","16","3999000","2","140","70.0","0.07692307692307693","true"
"Tcp","4","75913","74","80","-1","2","0","1","74","74.0","0.038461538461538464","true"
"Tcp","4","75913","66","80","-1","16","3933000","2","140","70.0","0.07692307692307693","true"
"Tcp","4","75913","74","80","-1","2","0","1","74","74.0","0.038461538461538464","true"
"Tcp","4","75913","66","80","-1","16","4003000","2","140","70.0","0.07692307692307693","true"
"Tcp","4","75913","74","80","-1","2","0","1","74","74.0","0.038461538461538464","true"
"Tcp","4","75913","66","80","-1","16","4005000","2","140","70.0","0.07692307692307693","true"
"Tcp","4","75913","74","80","-1","2","0","1","74","74.0","0.038461538461538464","true"
"Tcp","4","75914","66","80","-1","16","3661000","2","140","70.0","0.07407407407407407","true"
"Tcp","4","75914","66","80","-1","16","6015000","4","932","233.0","0.14814814814814814","true"
"Tcp","4","75914","66","80","-1","16","3994000","2","140","70.0","0.07407407407407407","true"
"Tcp","4","75914","74","80","-1","2","0","1","74","74.0","0.037037037037037035","true"
"Tcp","4","75914","66","80","-1","16","4035000","2","140","70.0","0.07407407407407407","true"
"Tcp","4","75914","74","80","-1","2","0","1","74","74.0","0.037037037037037035","true"
"Tcp","4","75914","66","80","-1","16","3999000","2","140","70.0","0.07407407407407407","true"
"Tcp","4","75914","74","80","-1","2","0","1","74","74.0","0.037037037037037035","true"
"Tcp","4","75914","66","80","-1","16","4048000","2","140","70.0","0.07407407407407407","true"
"Tcp","4","75914","74","80","-1","2","0","1","74","74.0","0.037037037037037035","true"
"Tcp","4","75914","66","80","-1","16","4013000","2","140","70.0","0.07142857142857142","true"
"Tcp","4","75915","74","80","-1","2","0","1","74","74.0","0.03571428571428571","true"
"Tcp","4","75915","66","80","-1","16","4007000","2","140","70.0","0.07142857142857142","true"
"Tcp","4","75915","74","80","-1","2","0","1","74","74.0","0.03571428571428571","true"
"Tcp","4","75915","66","80","-1","16","3997000","2","140","70.0","0.07142857142857142","true"
"Tcp","4","75915","74","80","-1","2","0","1","74","74.0","0.03571428571428571","true"
"Tcp","4","75915","66","80","-1","16","3977000","2","140","70.0","0.07142857142857142","true"
"Http","4","75915","726","80","-1","24","2069000","3","866","288.0","0.10714285714285714","true"
"Tcp","4","75915","74","80","-1","2","0","1","74","74.0","0.03571428571428571","true"
"Tcp","4","75915","66","80","-1","16","4024000","2","140","70.0","0.07142857142857142","true"
"Http","4","75915","726","80","-1","24","2030000","3","866","288.0","0.10714285714285714","true"
"Tcp","4","75915","74","80","-1","2","0","1","74","74.0","0.03571428571428571","true"
"Tcp","4","75916","66","80","-1","16","3982000","2","140","70.0","0.06896551724137931","true"
"Http","4","75916","726","80","-1","24","2064000","3","866","288.0","0.10344827586206896","true"
"Tcp","4","75916","74","80","-1","2","0","1","74","74.0","0.034482758620689655","true"
"Tcp","4","75916","66","80","-1","16","4005000","2","140","70.0","0.06896551724137931","true"
"Http","4","75916","726","80","-1","24","2033000","3","866","288.0","0.10344827586206896","true"
"Tcp","4","75916","74","80","-1","2","0","1","74","74.0","0.034482758620689655","true"
"Tcp","4","75916","66","80","-1","16","4014000","2","140","70.0","0.06896551724137931","true"
"Http","4","75916","726","80","-1","24","2147000","3","866","288.0","0.10344827586206896","true"
"Tcp","4","75916","74","80","-1","2","0","1","74","74.0","0.034482758620689655","true"
"Tcp","4","75916","66","80","-1","16","4420000","2","140","70.0","0.06896551724137931","true"
"Http","4","75916","726","80","-1","24","3080000","3","866","288.0","0.10344827586206896","true"
"Tcp","4","75917","74","80","-1","2","0","1","74","74.0","0.03333333333333333","true"
"Tcp","4","75917","66","80","-1","16","4013000","2","140","70.0","0.06666666666666667","true"
"Http","4","75917","726","80","-1","24","2016000","3","866","288.0","0.1","true"
"Tcp","4","75917","74","80","-1","2","0","1","74","74.0","0.03333333333333333","true"
"Tcp","4","75917","66","80","-1","16","4018000","2","140","70.0","0.06666666666666667","true"
"Http","4","75917","726","80","-1","24","2014000","3","866","288.0","0.1","true"
"Tcp","4","75917","74","80","-1","2","0","1","74","74.0","0.03333333333333333","true"
"Tcp","4","75917","66","80","-1","16","4009000","2","140","70.0","0.06666666666666667","true"
"Http","4","75917","726","80","-1","24","2028000","3","866","288.0","0.1","true"
"Tcp","4","75917","74","80","-1","2","0","1","74","74.0","0.03333333333333333","true"
"Tcp","4","75918","66","80","-1","16","4006000","2","140","70.0","0.06666666666666667","true"
"Http","4","75918","726","80","-1","24","2066000","3","866","288.0","0.0967741935483871","true"
"Tcp","4","75918","74","80","-1","2","0","1","74","74.0","0.03225806451612903","true"
"Tcp","4","75918","66","80","-1","16","3929000","2","140","70.0","0.06451612903225806","true"
"Http","4","75918","726","80","-1","24","3118000","3","866","288.0","0.0967741935483871","true"
"Tcp","4","75918","74","80","-1","2","0","1","74","74.0","0.03225806451612903","true"
"Tcp","4","75918","66","80","-1","16","3890000","2","140","70.0","0.06451612903225806","true"
"Http","4","75918","726","80","-1","24","4059000","3","866","288.0","0.0967741935483871","true"
"Tcp","4","75918","74","80","-1","2","0","1","74","74.0","0.03225806451612903","true"
"Tcp","4","75918","66","80","-1","16","4000000","2","140","70.0","0.06451612903225806","true"
"Http","4","75919","726","80","-1","24","3202000","3","866","288.0","0.0967741935483871","true"
"Tcp","4","75919","74","80","-1","2","0","1","74","74.0","0.03225806451612903","true"
"Tcp","4","75919","66","80","-1","16","4984000","2","140","70.0","0.0625","true"
"Http","4","75919","726","80","-1","24","1159000","3","866","288.0","0.09375","true"
"Tcp","4","75919","74","80","-1","2","0","1","74","74.0","0.03125","true"
"Tcp","4","75919","66","80","-1","16","3976000","2","140","70.0","0.0625","true"
"Http","4","75919","726","80","-1","24","2023000","3","866","288.0","0.09375","true"
"Tcp","4","75919","74","80","-1","2","0","1","74","74.0","0.03125","true"
"Tcp","4","75919","66","80","-1","16","3991000","2","140","70.0","0.0625","true"
"Http","4","75919","726","80","-1","24","2057000","3","866","288.0","0.09375","true"
"Tcp","4","75919","74","80","-1","2","0","1","74","74.0","0.03125","true"
