"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Http","4","75898","726","80","-1","24","72000","238","54664","229.0","19.833333333333332","true"
"Tcp","4","75898","66","80","-1","16","64000","240","54796","228.0","20.0","true"
"Http","4","75898","726","80","-1","24","52000","242","55596","229.0","20.166666666666668","true"
"Tcp","4","75899","66","80","-1","16","75000","244","55728","228.0","20.333333333333332","true"
"Http","4","75899","726","80","-1","24","48000","246","56528","229.0","18.923076923076923","true"
"Tcp","4","75899","66","80","-1","16","72000","248","56660","228.0","19.076923076923077","true"
"Http","4","75899","726","80","-1","24","63000","250","57460","229.0","19.23076923076923","true"
"Tcp","4","75899","66","80","-1","16","68000","252","57592","228.0","19.384615384615383","true"
"Http","4","75899","726","80","-1","24","71000","254","58392","229.0","19.53846153846154","true"
"Tcp","4","75899","74","80","-1","2","55000","256","58532","228.0","19.692307692307693","true"
"Http","4","75899","726","80","-1","24","1899000","258","59324","229.0","19.846153846153847","true"
"Tcp","4","75899","66","80","-1","16","4972000","260","59456","228.0","20.0","true"
"Http","4","75899","726","80","-1","24","41000","262","60256","229.0","20.153846153846153","true"
"Tcp","4","75900","66","80","-1","16","60000","264","60388","228.0","20.307692307692307","true"
"Http","4","75900","726","80","-1","24","73000","266","61188","230.0","19.0","true"
"Tcp","4","75900","74","80","-1","2","53000","268","61328","228.0","19.142857142857142","true"
"Http","4","75900","726","80","-1","24","1926000","270","62120","230.0","19.285714285714285","true"
"Tcp","4","75900","66","80","-1","16","4977000","272","62252","228.0","19.428571428571427","true"
"Http","4","75900","726","80","-1","24","36000","274","63052","230.0","19.571428571428573","true"
"Tcp","4","75900","66","80","-1","16","58000","276","63184","228.0","19.714285714285715","true"
"Http","4","75900","726","80","-1","24","58000","278","63984","230.0","19.857142857142858","true"
"Tcp","4","75900","66","80","-1","16","1995000","280","64116","228.0","20.0","true"
"Http","4","75900","726","80","-1","24","3408000","283","64982","229.0","20.214285714285715","true"
"Tcp","4","75901","66","80","-1","16","2486000","284","65048","229.0","20.285714285714285","true"
"Tcp","4","75901","726","80","-1","24","40000","286","65848","230.0","19.066666666666666","true"
"Tcp","4","75901","66","80","-1","16","59000","288","65980","229.0","19.2","true"
"Http","4","75901","726","80","-1","24","57000","290","66780","230.0","19.333333333333332","true"
"Tcp","4","75901","66","80","-1","16","2019000","292","66912","229.0","19.466666666666665","true"
"Http","4","75901","726","80","-1","24","2845000","295","67778","229.0","19.666666666666668","true"
"Tcp","4","75901","66","80","-1","16","56000","296","67844","229.0","19.733333333333334","true"
"Http","4","75901","726","80","-1","24","2991000","298","68644","230.0","19.866666666666667","true"
"Tcp","4","75901","66","80","-1","16","4991000","300","68776","229.0","20.0","true"
"Http","4","75901","726","80","-1","24","3329000","303","69642","229.0","20.2","true"
"Tcp","4","75902","66","80","-1","16","55000","304","69708","229.0","20.266666666666666","true"
"Http","4","75902","726","80","-1","24","61000","306","70508","230.0","19.125","true"
"Tcp","4","75902","66","80","-1","16","60000","308","70640","229.0","19.25","true"
"Http","4","75902","726","80","-1","24","63000","310","71440","230.0","19.375","true"
"Tcp","4","75902","66","80","-1","16","2022000","312","71572","229.0","19.5","true"
"Http","4","75902","726","80","-1","24","34000","314","72372","230.0","19.625","true"
"Tcp","4","75902","66","80","-1","16","70000","316","72504","229.0","19.75","true"
"Http","4","75902","726","80","-1","24","71000","318","73304","230.0","19.875","true"
"Tcp","4","75902","66","80","-1","16","58000","320","73436","229.0","20.0","true"
"Http","4","75902","726","80","-1","24","80000","322","74236","230.0","20.125","true"
"Tcp","4","75902","66","80","-1","16","52000","324","74368","229.0","20.25","true"
"Http","4","75903","726","80","-1","24","72000","326","75168","230.0","19.176470588235293","true"
"Tcp","4","75903","66","80","-1","16","62000","328","75300","229.0","19.294117647058822","true"
"Http","4","75903","726","80","-1","24","57000","330","76100","230.0","19.41176470588235","true"
"Tcp","4","75903","66","80","-1","16","68000","332","76232","229.0","19.529411764705884","true"
"Http","4","75903","726","80","-1","24","53000","334","77032","230.0","19.647058823529413","true"
"Tcp","4","75903","66","80","-1","16","61000","336","77164","229.0","19.764705882352942","true"
"Http","4","75903","726","80","-1","24","59000","338","77964","230.0","19.88235294117647","true"
"Tcp","4","75903","66","80","-1","16","59000","340","78096","229.0","20.0","true"
"Http","4","75903","726","80","-1","24","4043000","343","78962","230.0","20.176470588235293","true"
"Tcp","4","75903","66","80","-1","16","65000","344","79028","229.0","20.235294117647058","true"
"Http","4","75904","726","80","-1","24","64000","346","79828","230.0","20.352941176470587","true"
"Tcp","4","75904","66","80","-1","16","2005000","348","79960","229.0","19.333333333333332","true"
"Http","4","75904","726","80","-1","24","34000","350","80760","230.0","19.444444444444443","true"
"Tcp","4","75904","66","80","-1","16","60000","352","80892","229.0","19.555555555555557","true"
"Http","4","75904","726","80","-1","24","66000","354","81692","230.0","19.666666666666668","true"
"Tcp","4","75904","66","80","-1","16","57000","356","81824","229.0","19.77777777777778","true"
"Http","4","75904","726","80","-1","24","69000","358","82624","230.0","19.88888888888889","true"
"Tcp","4","75904","66","80","-1","16","68000","360","82756","229.0","20.0","true"
"Http","4","75904","726","80","-1","24","50000","362","83556","230.0","20.11111111111111","true"
"Tcp","4","75904","66","80","-1","16","3959000","363","83622","230.0","20.166666666666668","true"
"Tcp","4","75904","74","80","-1","2","1957000","365","83762","229.0","20.27777777777778","true"
"Tcp","4","75905","66","80","-1","16","3940000","367","84554","230.0","20.38888888888889","true"
"Tcp","4","75905","74","80","-1","2","2905000","369","84694","229.0","19.42105263157895","true"
"Tcp","4","75905","66","80","-1","16","3926000","371","85486","230.0","19.526315789473685","true"
"Tcp","4","75905","74","80","-1","2","1939000","373","85626","229.0","19.63157894736842","true"
"Tcp","4","75905","66","80","-1","16","3961000","375","86418","230.0","19.736842105263158","true"
"Tcp","4","75905","66","80","-1","16","36000","377","86558","229.0","19.842105263157894","true"
"Tcp","4","75905","66","80","-1","16","55000","379","87350","230.0","19.94736842105263","true"
"Tcp","4","75905","74","80","-1","2","55000","381","87490","229.0","20.05263157894737","true"
"Tcp","4","75905","66","80","-1","16","3940000","383","88282","230.0","20.157894736842106","true"
"Tcp","4","75905","74","80","-1","2","2898000","385","88422","229.0","20.263157894736842","true"
"Tcp","4","75906","66","80","-1","16","3986000","387","89214","230.0","20.36842105263158","true"
"Tcp","4","75906","74","80","-1","2","1904000","389","89354","229.0","19.45","true"
"Tcp","4","75906","66","80","-1","16","3939000","391","90146","230.0","19.55","true"
"Tcp","4","75906","74","80","-1","2","1943000","393","90286","229.0","19.65","true"
"Tcp","4","75906","66","80","-1","16","3945000","395","91078","230.0","19.75","true"
"Tcp","4","75906","74","80","-1","2","1968000","397","91218","229.0","19.85","true"
"Tcp","4","75906","66","80","-1","16","3909000","399","92010","230.0","19.95","true"
"Tcp","4","75906","74","80","-1","2","2936000","401","92150","229.0","20.05","true"
"Tcp","4","75906","66","80","-1","16","3953000","403","92942","230.0","20.15","true"
"Tcp","4","75907","74","80","-1","2","59000","405","93082","229.0","20.25","true"
"Tcp","4","75907","66","80","-1","16","3888000","407","93874","230.0","20.35","true"
"Tcp","4","75907","74","80","-1","2","1967000","409","94014","229.0","19.476190476190474","true"
"Tcp","4","75907","66","80","-1","16","3920000","411","94806","230.0","19.571428571428573","true"
"Tcp","4","75907","74","80","-1","2","1934000","413","94946","229.0","19.666666666666668","true"
"Tcp","4","75907","66","80","-1","16","3943000","415","95738","230.0","19.761904761904763","true"
"Tcp","4","75907","74","80","-1","2","1990000","417","95878","229.0","19.857142857142858","true"
"Tcp","4","75907","66","80","-1","16","3894000","419","96670","230.0","19.952380952380953","true"
"Tcp","4","75907","74","80","-1","2","1967000","421","96810","229.0","20.047619047619047","true"
"Tcp","4","75907","66","80","-1","16","3440000","423","97602","230.0","20.142857142857142","true"
"Tcp","4","75907","74","80","-1","2","2421000","425","97742","229.0","20.238095238095237","true"
"Tcp","4","75908","66","80","-1","16","3925000","427","98534","230.0","20.333333333333332","true"
"Tcp","4","75908","74","80","-1","2","1917000","429","98674","230.0","19.5","true"
"Tcp","4","75908","66","80","-1","16","3965000","431","99466","230.0","19.59090909090909","true"
"Tcp","4","75908","74","80","-1","2","1942000","433","99606","230.0","19.681818181818183","true"
"Tcp","4","75908","66","80","-1","16","3893000","435","100398","230.0","19.772727272727273","true"
"Tcp","4","75908","74","80","-1","2","1941000","437","100538","230.0","19.863636363636363","true"
"Tcp","4","75908","66","80","-1","16","3947000","439","101330","230.0","19.954545454545453","true"
"Tcp","4","75908","74","80","-1","2","2953000","441","101470","230.0","20.045454545454547","true"
"Tcp","4","75908","66","80","-1","16","3912000","443","102262","230.0","20.136363636363637","true"
"Tcp","4","75908","74","80","-1","2","1938000","445","102402","230.0","20.227272727272727","true"
"Tcp","4","75909","66","80","-1","16","3952000","447","103194","230.0","20.318181818181817","true"
"Tcp","4","75909","74","80","-1","2","2007000","449","103334","230.0","19.52173913043478","true"
"Tcp","4","75909","66","80","-1","16","3874000","451","104126","230.0","19.608695652173914","true"
"Tcp","4","75909","74","80","-1","2","1936000","453","104266","230.0","19.695652173913043","true"
"Tcp","4","75909","66","80","-1","16","3967000","455","105058","230.0","19.782608695652176","true"
"Tcp","4","75909","74","80","-1","2","1954000","457","105198","230.0","19.869565217391305","true"
"Tcp","4","75909","66","80","-1","16","3964000","459","105990","230.0","19.956521739130434","true"
"Tcp","4","75909","74","80","-1","2","1919000","461","106130","230.0","20.043478260869566","true"
"Tcp","4","75909","66","80","-1","16","3972000","463","106922","230.0","20.130434782608695","true"
"Tcp","4","75909","74","80","-1","2","1976000","465","107062","230.0","20.217391304347824","true"
"Tcp","4","75909","66","80","-1","16","3891000","467","107854","230.0","20.304347826086957","true"
"Tcp","4","75910","74","80","-1","2","1903000","469","107994","230.0","20.391304347826086","true"
"Tcp","4","75910","66","80","-1","16","3933000","471","108786","230.0","19.625","true"
"Tcp","4","75910","74","80","-1","2","1941000","473","108926","230.0","19.708333333333332","true"
"Tcp","4","75910","66","80","-1","16","4020000","475","109718","230.0","19.791666666666668","true"
"Tcp","4","75910","74","80","-1","2","1885000","477","109858","230.0","19.875","true"
"Tcp","4","75910","66","80","-1","16","3949000","479","110650","231.0","19.958333333333332","true"
"Tcp","4","75910","74","80","-1","2","1930000","481","110790","230.0","20.041666666666668","true"
"Tcp","4","75910","66","80","-1","16","3936000","483","111582","231.0","20.125","true"
"Tcp","4","75910","74","80","-1","2","1929000","485","111722","230.0","20.208333333333332","true"
"Tcp","4","75910","66","80","-1","16","3962000","487","112514","231.0","20.291666666666668","true"
"Tcp","4","75911","74","80","-1","2","69000","489","112654","230.0","20.375","true"
"Tcp","4","75911","66","80","-1","16","3877000","491","113446","231.0","19.64","true"
"Tcp","4","75911","74","80","-1","2","81000","493","113586","230.0","19.72","true"
"Tcp","4","75911","66","80","-1","16","1501000","495","114378","231.0","19.8","true"
"Tcp","4","75911","74","80","-1","2","34000","498","115244","231.0","19.92","true"
"Tcp","4","75911","66","80","-1","16","3871000","499","115310","231.0","19.96","true"
"Tcp","4","75911","74","80","-1","2","1926000","501","115450","230.0","20.04","true"
"Tcp","4","75911","66","80","-1","16","3939000","503","116242","231.0","20.12","true"
"Tcp","4","75911","74","80","-1","2","1937000","505","116382","230.0","20.2","true"
"Tcp","4","75911","66","80","-1","16","3950000","507","117174","231.0","20.28","true"
"Tcp","4","75911","74","80","-1","2","53000","509","117314","230.0","20.36","true"
"Tcp","4","75912","66","80","-1","16","3919000","511","118106","231.0","20.44","true"
"Tcp","4","75912","74","80","-1","2","1951000","513","118246","230.0","19.73076923076923","true"
"Tcp","4","75912","66","80","-1","16","3946000","515","119038","231.0","19.807692307692307","true"
"Tcp","4","75912","74","80","-1","2","1937000","517","119178","230.0","19.884615384615383","true"
"Tcp","4","75912","66","80","-1","16","3942000","519","119970","231.0","19.96153846153846","true"
"Tcp","4","75912","74","80","-1","2","1932000","521","120110","230.0","20.03846153846154","true"
"Tcp","4","75912","66","80","-1","16","3939000","523","120902","231.0","20.115384615384617","true"
"Tcp","4","75912","74","80","-1","2","82000","525","121042","230.0","20.192307692307693","true"
"Tcp","4","75912","66","80","-1","16","3861000","527","121834","231.0","20.26923076923077","true"
"Tcp","4","75912","74","80","-1","2","1967000","529","121974","230.0","20.346153846153847","true"
"Tcp","4","75912","66","80","-1","16","3921000","531","122766","231.0","20.423076923076923","true"
"Tcp","4","75913","74","80","-1","2","1946000","533","122906","230.0","20.5","true"
"Tcp","4","75913","66","80","-1","16","3920000","535","123698","231.0","19.814814814814813","true"
"Tcp","4","75913","74","80","-1","2","1945000","537","123838","230.0","19.88888888888889","true"
"Tcp","4","75913","66","80","-1","16","3943000","539","124630","231.0","19.962962962962962","true"
"Tcp","4","75913","74","80","-1","2","66000","541","124770","230.0","20.037037037037038","true"
"Tcp","4","75913","66","80","-1","16","3900000","543","125562","231.0","20.11111111111111","true"
"Tcp","4","75913","74","80","-1","2","3928000","545","125702","230.0","20.185185185185187","true"
"Tcp","4","75913","66","80","-1","16","3949000","547","126494","231.0","20.25925925925926","true"
"Tcp","4","75913","74","80","-1","2","1952000","549","126634","230.0","20.333333333333332","true"
"Tcp","4","75913","66","80","-1","16","3953000","551","127426","231.0","20.40740740740741","true"
"Tcp","4","75913","74","80","-1","2","1967000","553","127566","230.0","20.48148148148148","true"
"Tcp","4","75914","66","80","-1","16","3597000","555","128358","231.0","20.555555555555557","true"
"Tcp","4","75914","66","80","-1","16","78000","557","128498","230.0","19.892857142857142","true"
"Tcp","4","75914","66","80","-1","16","3873000","559","129290","231.0","19.964285714285715","true"
"Tcp","4","75914","74","80","-1","2","1917000","561","129430","230.0","20.035714285714285","true"
"Tcp","4","75914","66","80","-1","16","3982000","563","130222","231.0","20.107142857142858","true"
"Tcp","4","75914","74","80","-1","2","1899000","565","130362","230.0","20.178571428571427","true"
"Tcp","4","75914","66","80","-1","16","3940000","567","131154","231.0","20.25","true"
"Tcp","4","75914","74","80","-1","2","50000","570","132020","231.0","20.357142857142858","true"
"Tcp","4","75914","66","80","-1","16","3998000","571","132086","231.0","20.392857142857142","true"
"Tcp","4","75914","74","80","-1","2","2915000","573","132226","230.0","20.464285714285715","true"
"Tcp","4","75914","66","80","-1","16","3947000","575","133018","231.0","20.535714285714285","true"
"Tcp","4","75915","74","80","-1","2","1931000","577","133158","230.0","20.607142857142858","true"
"Tcp","4","75915","66","80","-1","16","3951000","579","133950","231.0","19.96551724137931","true"
"Tcp","4","75915","74","80","-1","2","1917000","581","134090","230.0","20.03448275862069","true"
"Tcp","4","75915","66","80","-1","16","3944000","583","134882","231.0","20.103448275862068","true"
"Tcp","4","75915","74","80","-1","2","1965000","585","135022","230.0","20.17241379310345","true"
"Tcp","4","75915","66","80","-1","16","3925000","587","135814","231.0","20.24137931034483","true"
"Http","4","75915","726","80","-1","24","50000","589","136614","231.0","20.310344827586206","true"
"Tcp","4","75915","74","80","-1","2","2024000","591","136754","231.0","20.379310344827587","true"
"Tcp","4","75915","66","80","-1","16","3968000","593","137546","231.0","20.448275862068964","true"
"Http","4","75915","726","80","-1","24","53000","595","138346","232.0","20.517241379310345","true"
"Tcp","4","75915","74","80","-1","2","2023000","597","138486","231.0","20.586206896551722","true"
"Tcp","4","75916","66","80","-1","16","3928000","599","139278","232.0","20.655172413793103","true"
"Http","4","75916","726","80","-1","24","61000","601","140078","233.0","20.033333333333335","true"
"Tcp","4","75916","74","80","-1","2","2035000","603","140218","232.0","20.1","true"
"Tcp","4","75916","66","80","-1","16","3948000","605","141010","233.0","20.166666666666668","true"
"Http","4","75916","726","80","-1","24","50000","607","141810","233.0","20.233333333333334","true"
